col_0,col_1,Country Name,col_3,HDI Score,Life expectancy,Expected yrs of schooling,Mean yrs of schooling,GNI per capita,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81
-0.036,-1.43,Sri Lanka,-0.7,0.766,75.0,14.0,10.9,10789.0,-0.024,-0.637,-1.576,-0.582,1.607,-0.644,1.411,1.361,-0.066,-1.123,-2.206,0.35,-1.242,2.282,0.078,1.92,-1.228,0.348,-0.246,0.277,0.36,-0.236,-1.335,1.034,-0.802,1.316,-0.231,0.644,-0.837,-1.24,0.491,-2.22,-1.126,-1.461,1.047,-0.559,-3.601,2.865,0.926,-0.189,0.023,0.563,0.121,0.403,-1.671,-0.282,2.402,-0.807,0.458,0.669,-0.75,-0.856,-0.483,-0.595,0.548,-1.43,0.469,0.579,1.544,0.235,0.047,0.524,-0.796,-0.865,-0.853,0.489,0.625,-0.453,-1.445,-0.236,-0.28,0.797,-0.773
1.565,-0.44,Saint Kitts and Nevis,0.214,0.766,74.0,13.7,8.4,22436.0,0.198,1.189,1.477,-1.015,0.491,1.03,-0.099,-1.309,2.1,-0.918,0.897,-1.004,0.334,-0.618,0.862,-1.223,-2.076,0.087,0.986,1.195,-0.538,-0.407,-0.386,-0.407,-0.347,0.21,0.136,0.082,0.552,0.608,-1.223,-1.4,-0.041,1.191,0.863,-0.312,-0.701,-0.902,0.034,-0.086,-0.864,-0.138,-0.499,-1.826,-0.838,-0.637,-0.863,-0.459,-0.715,-0.112,1.155,-1.186,0.044,-0.423,0.825,-1.421,1.216,0.467,0.385,0.057,-0.556,0.606,0.146,1.275,0.61,2.385,1.781,2.312,0.775,-0.49,-0.864,0.718,1.097
-2.62,0.131,Albania,-0.112,0.764,78.0,14.2,9.6,10252.0,-0.144,1.421,1.38,-0.649,0.735,-0.335,0.019,-3.02,-0.247,1.018,1.275,-0.095,-0.155,-1.535,0.139,0.071,-0.086,0.356,-0.712,-0.597,0.655,-0.535,0.435,0.908,0.771,-0.16,-0.053,-1.752,-0.344,1.101,1.425,-0.249,-1.475,0.675,-0.016,-0.338,-0.876,2.824,-0.362,-2.216,1.59,0.78,0.669,-0.302,-1.213,1.543,2.04,-0.176,1.795,-1.913,0.194,0.183,1.223,-1.312,-1.726,-0.203,-0.719,1.303,-2.708,1.558,0.149,-0.435,-0.428,-1.186,-0.144,1.003,0.567,-0.704,2.019,-2.55,0.013,0.539,-1.445
0.822,1.441,Lebanon,-0.221,0.763,79.5,13.3,8.6,13312.0,-0.574,-0.571,-0.626,-1.224,0.663,-0.404,0.708,0.184,-0.358,0.271,0.652,-1.776,-1.908,-1.88,-1.577,-1.294,-0.15,0.192,-1.543,2.098,-1.07,0.295,0.24,0.123,-1.054,2.501,-0.145,-0.861,-0.114,0.716,1.551,-1.163,0.947,-1.716,-2.954,-0.627,0.533,-0.354,0.948,-0.195,-0.75,-1.174,1.869,-1.484,0.782,-1.42,2.004,-1.534,1.545,-0.965,0.003,-1.854,-0.568,0.241,-0.16,-0.161,-0.131,-0.665,0.263,0.662,1.54,-1.495,-1.433,0.832,0.034,1.266,0.638,0.742,0.903,0.386,0.027,-0.322,-0.356
0.087,-1.436,Mexico,0.614,0.762,77.0,13.3,8.6,16383.0,-0.547,-0.832,0.396,0.034,1.173,-0.955,0.233,1.801,-0.648,0.551,-1.138,-0.081,-0.86,0.713,-0.803,-0.696,-0.327,0.506,-0.161,-0.526,1.719,-1.497,1.253,-0.124,0.428,-1.056,0.043,0.672,0.148,2.325,0.882,-0.413,0.055,2.711,-0.642,1.229,-0.806,-0.592,0.675,0.836,-2.162,-0.356,-0.754,1.278,-0.065,0.114,-0.097,-1.688,0.604,0.896,0.178,0.462,0.513,0.325,-0.28,0.851,0.461,-1.431,-1.45,-0.69,0.968,0.008,2.192,0.821,1.089,-0.192,0.87,0.562,0.324,0.544,-0.621,0.172,0.362
-0.299,1.163,Azerbaijan,0.758,0.759,70.9,12.7,11.2,16413.0,-0.033,0.471,0.494,-0.77,0.181,0.424,0.953,1.239,0.744,0.341,-0.201,-0.833,-0.414,-1.883,-0.074,-0.918,-1.043,1.447,-0.484,0.032,-0.896,1.281,0.79,-0.211,-1.702,-0.354,1.023,0.167,-0.762,-0.529,-0.762,0.032,0.422,-0.064,-0.626,0.461,-0.215,0.327,-0.618,-1.068,0.458,1.648,-1.665,-0.061,-0.014,-0.109,-0.298,-0.601,1.361,-2.74,-1.071,-0.109,0.29,1.179,-0.281,0.757,-0.436,-0.07,-0.966,-0.086,0.521,-0.008,-1.182,-0.974,-0.114,-0.6,1.71,0.39,-0.021,1.602,-0.371,-0.588,0.054
0.092,0.01,Grenada,-0.531,0.754,,,,,-0.543,-0.552,0.261,0.234,-1.297,2.063,0.287,0.21,-0.181,0.391,-0.007,0.915,1.888,-0.372,-0.076,1.24,-1.172,0.568,-0.966,-0.672,0.219,-0.665,0.97,0.747,-0.561,-1.232,-0.19,1.181,0.21,0.957,-0.306,1.462,-0.466,-0.877,-0.978,0.251,1.542,-0.582,-0.795,-0.751,-1.105,0.068,-2.002,-0.193,-1.107,0.827,-0.692,0.523,0.065,1.187,-0.528,1.135,0.044,0.791,-0.616,0.605,0.464,-0.348,-0.812,-0.076,-0.493,-1.122,0.22,1.983,0.015,-0.781,1.21,0.282,1.683,-0.788,-0.231,0.013,0.763
-1.988,-0.982,Brazil,-0.576,0.754,74.7,15.2,7.8,14145.0,-0.713,0.633,-0.55,-1.556,0.4,-1.068,-0.612,-0.492,-0.649,-1.326,0.599,-0.55,0.557,0.437,1.973,-0.396,0.464,-1.05,-0.175,0.223,0.792,0.722,0.327,0.326,-0.329,0.952,-0.574,0.403,1.53,-0.106,0.145,-0.29,-0.367,-1.407,0.122,0.809,0.994,0.399,-2.072,0.793,0.989,0.126,-0.15,0.897,-0.3,-0.104,-0.068,-0.653,0.765,0.521,0.004,-0.672,0.931,-0.285,-0.346,-0.28,0.555,-0.842,-0.663,0.08,0.75,-1.451,-1.741,0.232,-0.6,-0.488,0.44,0.376,2.148,-0.87,0.81,-1.168,-1.518
-0.22,0.462,Bosnia and Herzegovina,-0.275,0.75,76.6,14.2,9.0,10091.0,0.106,0.203,-0.672,0.331,-0.651,0.024,0.362,0.807,1.321,1.047,0.668,-0.117,-1.335,0.185,-1.386,1.068,-0.551,1.363,0.492,-1.742,-0.571,-1.27,-1.389,2.276,1.675,1.689,-0.281,-0.967,-0.778,1.233,-0.704,1.073,0.288,-0.22,-0.419,-0.264,0.902,-1.32,0.154,-1.477,-0.381,2.306,-0.663,0.422,-0.763,-1.758,-1.407,-1.019,1.478,1.316,-0.195,-0.203,-0.661,-1.178,0.85,-1.381,1.083,-0.08,-1.375,2.525,-1.687,-0.088,-0.399,0.654,0.431,-2.053,0.904,0.272,-0.587,-2.68,-0.148,-0.791,1.652
0.357,0.199,The former Yugoslav Republic of Macedonia,-2.302,0.747,75.5,12.9,9.4,12405.0,-0.255,-1.516,-0.026,0.834,-0.529,1.412,-1.144,-0.974,1.42,1.17,-0.734,-0.636,0.486,0.425,0.506,0.604,0.316,1.641,-0.009,-0.546,0.852,0.669,-0.196,-0.852,-0.275,1.67,0.579,-0.796,1.172,-0.008,1.692,1.429,-1.164,-0.127,-0.825,-0.774,-0.5,-0.239,-0.083,1.058,0.604,-1.399,0.208,-1.129,0.383,-0.251,-0.076,-0.815,0.245,-0.199,1.272,1.122,-0.575,0.433,-1.913,0.412,-0.606,-0.612,0.203,0.371,-0.252,-0.233,0.422,-1.527,0.35,-0.725,-0.886,-0.052,-2.0,-0.294,0.825,-0.282,0.525
1.478,-0.6,Algeria,-1.515,0.745,75.0,14.4,7.8,13533.0,1.504,1.548,1.173,-1.994,0.586,-0.08,0.109,0.476,-0.6,-0.229,0.082,1.739,-1.547,0.222,1.489,2.304,-0.885,3.152,0.307,-1.092,-1.229,0.672,1.06,0.518,-2.201,1.224,1.412,0.103,1.498,-0.388,0.144,1.434,-0.358,0.103,-1.059,-0.603,0.543,1.286,1.136,-0.532,1.402,0.796,0.133,-0.071,-0.991,-0.972,1.497,-0.455,-0.255,-2.061,0.217,1.383,-0.012,1.111,1.777,0.525,-0.943,-1.836,-1.411,-2.036,0.584,-0.417,-0.825,2.118,0.901,-0.56,0.776,1.511,-2.098,0.901,0.586,-0.944,1.36
-0.518,0.07,Ukraine,1.367,0.742,71.1,15.3,11.3,7361.0,-2.651,1.796,0.544,0.374,1.238,0.452,-0.033,0.505,-1.867,-0.043,0.457,-0.321,1.083,1.279,2.271,-1.479,0.181,-1.123,1.813,0.135,1.452,0.384,-0.052,-0.529,-1.999,-0.198,-0.628,-2.314,-0.816,1.306,-2.703,0.285,-0.86,-0.298,-0.716,0.002,-0.234,-0.057,0.359,-0.389,-1.209,1.664,-1.603,-0.335,1.33,0.08,-0.611,-0.354,-1.705,0.43,0.855,-0.68,-0.64,0.755,0.484,-2.389,-0.308,-0.441,0.357,-0.543,0.74,-0.083,0.587,-1.225,-0.579,-0.175,-1.006,-1.313,1.322,-0.612,0.572,-0.505,0.874
-0.808,-0.385,Armenia,1.645,0.743,74.9,12.7,11.3,8189.0,1.092,-0.613,-0.371,1.228,0.021,-1.062,-0.208,1.06,1.008,-1.531,1.456,1.833,-0.471,-0.952,-0.404,1.259,1.303,0.243,-0.343,0.994,0.014,-0.994,0.503,-0.869,0.034,-0.365,0.099,1.673,-1.455,-0.492,0.339,-1.963,-0.891,0.633,1.121,-1.059,-0.196,0.142,1.334,-1.124,-0.566,-0.325,-1.815,-1.745,-1.676,1.434,-0.241,2.166,-0.083,1.275,0.009,0.182,0.508,1.084,-0.042,-0.834,-0.968,-1.136,2.237,-1.932,0.67,-1.103,-0.269,1.025,-0.458,0.132,-0.367,1.021,-0.047,2.143,1.388,-0.164,-0.012
-0.502,0.114,Jordan,-0.249,0.741,74.2,13.1,10.1,10111.0,1.246,-0.388,0.772,-1.21,0.309,0.428,-0.129,2.76,-0.685,0.514,0.705,0.814,-0.094,-0.677,0.491,1.146,0.586,-2.082,0.278,0.646,-0.596,0.25,-0.319,-0.011,0.614,-1.671,0.338,0.442,0.302,-1.413,-0.348,0.461,-2.11,-0.388,-0.661,-0.5,0.41,0.475,-0.697,0.378,-0.076,0.86,0.296,-0.69,-0.807,-1.739,-1.701,1.055,0.823,0.925,1.056,0.294,-0.713,-0.212,0.907,-0.691,0.564,0.232,-1.329,-0.33,0.295,-0.435,1.16,-0.995,0.792,0.362,-3.083,0.822,0.183,-0.257,-1.119,0.402,-1.284
0.915,0.662,Thailand,0.577,0.74,74.6,13.6,7.9,14519.0,-2.073,0.286,-2.849,1.673,1.702,-0.187,-1.882,0.392,0.791,0.572,0.789,0.482,1.326,-0.773,0.57,-0.973,-0.412,0.553,-0.509,-2.372,-0.299,-1.183,-1.03,0.137,0.375,2.036,-0.993,1.227,-0.547,-0.517,-0.075,1.048,1.339,-1.935,-0.515,-0.516,-0.597,1.171,1.138,2.46,1.538,-0.982,0.135,-0.184,1.677,-0.8,0.374,1.025,0.946,-0.663,0.398,0.374,0.226,-0.467,-1.452,0.118,-1.162,-0.656,-0.285,-1.987,-0.196,0.533,1.362,-0.619,0.252,-0.015,0.401,0.698,-1.791,0.147,-0.473,0.949,-0.564
0.329,1.586,Peru,0.311,0.74,74.8,13.4,9.0,11295.0,-0.343,0.334,1.149,0.419,0.241,0.986,-0.549,-0.509,-1.97,-0.062,0.084,0.369,-1.287,0.83,0.195,1.007,0.257,-0.548,-0.846,2.042,0.809,-0.253,-0.123,2.918,0.168,0.469,0.02,-1.581,1.869,0.619,-0.369,-0.081,-0.687,-0.149,-0.457,2.125,1.493,-1.655,-0.529,0.781,-0.658,-0.687,-0.426,-0.115,-0.435,-0.553,0.264,1.169,0.504,0.087,0.013,-0.263,-0.1,-0.737,-0.665,-0.803,2.333,1.112,-2.523,-0.872,0.538,-0.35,-0.587,0.789,-0.906,-0.581,-0.644,1.117,-0.753,-1.363,1.763,-0.464,1.59
-0.53,-1.238,Ecuador,3.079,0.739,76.1,14.0,8.3,10536.0,-0.371,0.659,-1.74,-0.705,2.602,1.187,0.093,-0.026,0.893,1.124,1.41,0.394,-1.397,0.9,-0.099,0.336,-0.241,1.923,-0.585,0.295,-0.584,1.029,0.309,-0.184,1.162,-0.492,-1.466,1.245,0.035,1.392,0.807,1.745,1.163,-2.367,0.339,-2.774,-0.16,0.585,0.778,-0.864,-0.595,0.385,-1.657,-1.482,-1.315,-0.382,0.064,-0.999,-0.541,-0.533,-0.013,1.281,0.215,-0.056,-0.121,-0.038,1.296,1.604,-0.301,-1.521,-0.953,-1.672,0.077,1.028,1.307,-1.963,1.111,-0.093,-0.295,0.287,-0.257,1.335,1.385
0.513,2.133,China,1.12,0.737,76.0,13.5,7.6,13345.0,-1.408,2.01,-0.362,-0.056,0.566,2.59,0.16,-1.769,-1.211,-0.334,0.41,-1.928,-0.584,0.451,0.436,-0.227,0.008,-0.775,-0.479,-0.776,-0.749,0.797,-0.656,-1.13,-0.54,1.328,-1.769,2.231,-0.802,0.111,1.12,0.86,1.069,0.354,0.456,-0.18,0.618,-0.268,-1.459,1.136,0.478,0.799,0.471,1.152,0.219,0.74,-0.217,-1.222,-1.977,-0.819,-0.954,-1.89,-0.46,-0.079,1.366,-0.211,0.013,0.679,0.643,0.384,-0.845,-0.473,0.183,-1.271,-1.698,-0.575,0.39,-1.869,0.208,-1.979,-2.815,0.939,-0.62
0.097,-1.952,Fiji,-0.128,0.736,70.2,15.3,10.5,8245.0,-0.778,-0.177,-1.12,0.558,-1.761,0.58,-1.028,-0.695,0.731,0.565,-0.861,-0.279,1.038,1.183,-2.532,-0.824,-0.326,-1.689,0.359,0.157,-0.222,0.015,-0.236,0.273,0.895,-0.973,0.367,-1.321,-1.147,1.318,0.283,0.568,-1.286,-0.979,-3.045,1.726,1.456,0.167,0.235,-0.317,-0.577,1.121,1.272,-0.102,-0.475,-0.174,-0.293,-1.107,-0.495,0.955,0.507,-0.421,-0.339,0.207,-0.046,-0.159,0.867,-1.551,0.721,0.001,0.062,-1.07,0.619,1.09,0.784,-0.972,1.124,-0.072,-0.399,0.694,-0.203,0.504,-2.818
0.969,-0.152,Mongolia,-0.956,0.735,69.8,14.8,9.8,10449.0,-1.111,-0.798,-1.295,0.076,0.753,0.326,1.266,-0.409,0.014,-1.02,1.403,0.845,-1.519,-1.178,0.682,-0.719,-0.164,-0.471,2.349,0.176,-1.177,-0.975,-0.939,-2.075,-1.632,0.407,-0.384,0.771,1.09,-1.358,-0.339,1.086,-1.088,0.163,1.022,0.122,1.032,1.06,-1.985,1.374,0.153,1.57,0.278,0.038,-0.836,0.416,0.502,1.335,-0.304,-1.198,-0.04,0.448,0.096,-0.129,0.45,-0.716,-1.637,1.505,0.077,0.303,0.173,0.267,0.014,1.045,-1.265,0.466,-1.084,-0.991,-1.037,0.724,0.135,0.154,-0.213
-0.702,0.588,Saint Lucia,-1.606,0.735,75.2,13.1,9.3,9791.0,1.752,-1.379,1.161,0.539,0.381,0.194,-0.866,-0.524,-0.954,-0.024,0.698,-0.049,-2.832,1.667,0.126,2.05,0.212,-1.975,-0.716,-0.667,1.821,0.646,1.119,-0.092,-0.905,-0.173,0.202,0.001,-0.571,-0.443,-0.041,0.333,2.561,1.314,1.436,0.753,-1.409,-1.194,-0.267,0.807,-1.552,-0.067,-0.847,0.401,-1.096,-0.626,-0.029,-0.547,-0.313,-0.894,-0.502,0.457,0.202,-0.134,-0.59,-0.639,2.523,1.576,0.889,-0.105,-1.826,0.319,0.19,-0.938,1.886,0.909,1.038,-0.732,-0.785,1.359,-2.617,0.319,-0.288
-0.328,0.281,Jamaica,0.203,0.729,75.8,12.8,9.6,8350.0,0.936,-0.731,-0.468,-0.921,1.29,-0.353,0.969,0.152,-0.407,-0.174,-0.443,-1.405,-0.451,1.523,-0.222,0.001,-0.993,0.751,-0.417,0.198,-0.566,0.019,-0.294,0.016,-1.807,0.639,-0.018,-1.544,0.044,-0.289,0.02,-2.493,1.751,-0.949,-1.05,0.1,0.445,-1.013,0.44,-2.943,2.214,1.194,0.045,-0.788,2.768,0.23,0.315,-1.251,0.619,-1.104,1.106,1.353,-0.004,-0.777,0.487,-1.08,-0.59,0.019,2.546,-1.394,0.455,-1.659,-0.243,1.599,-1.545,0.939,2.106,-1.242,1.208,-1.02,1.334,1.187,-0.25
-0.392,-0.623,Colombia,-0.756,0.728,74.2,13.6,7.6,12762.0,1.272,-0.033,0.347,0.169,0.673,0.338,0.427,-0.822,0.686,0.225,-0.479,-0.052,0.552,0.736,2.047,0.782,-1.016,-2.065,-0.063,-0.607,0.832,-2.32,1.453,0.795,-0.275,-0.064,-0.976,0.493,0.956,-0.115,-0.802,-0.499,-0.032,1.061,-0.972,-0.667,0.851,-1.935,-0.521,-1.004,-1.348,-0.342,-1.366,0.456,-0.252,0.778,0.215,-0.431,1.986,-1.49,-1.25,1.198,1.705,0.942,1.677,0.38,-0.12,1.323,1.712,0.514,0.773,0.759,0.115,-1.457,1.152,0.757,0.764,-0.477,0.245,0.161,-0.714,1.224,0.529
-1.464,-0.208,Dominica,-1.422,0.727,77.9,12.8,7.9,10096.0,0.722,1.795,-0.047,-1.414,-0.138,-0.295,-0.646,1.121,0.106,-0.37,0.297,1.704,1.2,1.782,-0.675,-0.791,-1.389,0.028,0.396,-0.404,0.209,0.783,1.529,0.974,-0.046,-1.451,-0.045,0.834,-0.484,0.084,0.579,1.197,0.257,-0.433,-0.45,-2.242,0.892,-0.549,-1.05,0.944,-0.322,0.902,1.058,-0.367,-1.926,-0.732,1.123,-0.239,0.124,0.146,-0.422,-0.286,-0.991,0.077,0.996,0.571,-1.856,-0.552,-0.523,1.922,-0.077,-1.112,1.298,-0.625,-0.082,-0.134,0.79,-0.597,0.612,0.564,0.329,1.335,0.876
0.296,-0.493,Tunisia,-0.647,0.724,75.0,14.6,7.1,10249.0,-1.129,-0.518,0.477,-0.111,-1.224,0.168,1.775,0.0,0.584,-0.131,0.463,1.247,-0.463,-1.657,-0.403,-0.78,-1.6,-2.078,0.264,-0.686,-0.985,-0.024,-0.081,-0.504,0.114,0.076,-1.233,-0.601,-0.046,0.691,0.46,-0.808,-0.631,1.753,-0.756,0.205,-1.113,1.33,0.846,0.152,-0.032,0.207,0.082,-0.897,1.494,0.781,0.677,0.268,-0.217,1.162,1.028,1.3,-0.064,-0.174,-0.081,-0.771,0.486,-1.866,-1.451,0.409,2.374,1.559,0.646,0.479,-0.367,-0.522,0.17,-2.378,-0.899,0.442,-0.226,0.041,0.99
0.261,-0.589,Suriname,-1.082,0.725,71.3,12.7,8.3,16018.0,-0.525,0.224,0.077,-0.904,-0.209,1.318,-1.194,-0.009,1.976,0.826,0.197,-0.062,-0.411,-0.524,1.992,1.082,-1.217,-0.32,1.284,-1.433,-0.006,1.202,-1.008,-0.151,0.062,1.049,1.391,1.166,-0.017,-0.445,1.54,-0.223,0.432,-0.365,0.224,-0.776,-0.657,-0.121,-0.103,-1.024,1.913,0.446,-1.768,0.573,0.611,0.052,0.193,0.251,-0.259,-0.185,0.316,-0.714,-1.574,-0.747,0.675,1.521,-1.106,-0.76,-0.406,-0.426,-0.683,-0.049,0.701,-0.854,0.185,-0.747,-0.525,0.7,-2.954,-0.865,-1.288,0.555,0.446
0.005,0.85,Saint Vincent and the Grenadines,1.687,0.721,73.0,13.3,8.6,10372.0,0.489,-0.016,-1.283,-0.736,-0.851,-1.007,0.919,-0.328,-1.564,-0.437,0.311,0.951,1.154,-0.735,-0.832,-1.35,0.159,1.643,-2.426,0.146,0.784,-1.095,-2.086,-0.766,-0.928,-0.029,-1.356,-1.667,0.683,0.139,1.255,-1.045,-0.717,-0.84,-1.947,-0.8,0.995,-1.34,-0.49,-0.634,-1.325,0.424,-0.301,1.492,-0.766,1.045,1.518,-0.828,0.124,-1.506,-0.048,0.931,0.372,-1.332,0.578,-0.315,0.102,1.729,-0.947,-1.428,-0.361,-1.246,0.723,0.264,0.632,-1.507,0.761,2.22,-0.523,-2.392,-1.071,1.344,-1.801
-0.235,0.357,Dominican Republic,0.882,0.723,73.7,13.2,7.7,12756.0,-1.222,1.188,0.996,1.236,-0.581,1.14,1.001,0.155,1.617,-1.607,1.7,-0.367,-1.87,0.721,-0.55,-0.415,-0.893,0.361,-2.387,0.585,-0.188,-3.177,-1.472,-1.128,-0.19,0.775,-0.196,-1.495,0.591,-0.045,-0.686,1.784,-2.032,0.687,-1.118,-0.499,-0.762,-0.486,0.042,-1.906,1.984,-1.605,0.463,0.725,-0.933,-0.201,0.42,0.686,-0.828,0.84,0.251,1.811,-1.115,1.308,0.507,1.53,-0.544,-1.491,0.451,-0.908,-0.395,-1.142,-0.154,0.241,-0.904,0.992,-1.506,0.606,-0.867,0.347,-0.935,-0.624,-0.341
-1.415,-0.693,Tonga,-0.008,0.721,73.0,14.3,11.1,5284.0,0.713,2.527,-0.494,1.091,0.589,1.317,-0.671,0.825,0.104,1.75,1.072,-1.704,-0.389,-1.05,-0.147,0.034,0.514,-0.863,-0.496,0.515,1.193,0.279,-1.374,0.31,-1.497,-1.046,-1.042,0.137,-0.22,-0.926,0.82,1.681,-1.322,-0.436,1.539,1.745,-0.3,-1.488,2.637,-0.088,0.757,-1.124,-0.333,0.923,0.673,0.381,1.305,-0.639,0.12,1.686,0.179,1.215,-0.278,0.555,1.112,-0.642,-1.078,-0.0,-1.181,0.453,-0.076,0.348,0.319,-0.187,-0.816,-0.175,-0.418,-0.203,0.349,-0.152,1.086,-0.318,2.304
-0.421,0.9,Libya,1.48,0.716,71.8,13.4,7.3,14303.0,-0.24,-0.531,-1.557,0.609,1.67,-0.118,1.392,-0.867,-0.899,1.381,0.191,-0.924,0.19,0.757,0.841,0.111,0.035,-0.031,1.097,0.82,1.022,0.292,1.378,-1.274,1.363,-0.026,0.57,0.025,0.064,-0.114,-0.951,-0.884,0.021,-0.841,-0.928,2.405,1.576,-1.125,1.154,2.211,0.417,0.103,-0.276,-0.521,-0.247,-0.041,0.607,-0.156,0.451,-0.646,-1.517,0.106,-0.372,-1.624,1.104,-2.027,-0.804,0.034,-0.073,1.073,-0.329,-0.391,-1.085,0.832,0.65,-1.246,-1.771,-0.055,3.286,-0.567,-0.148,0.016,0.374
-0.343,0.307,Belize,0.077,0.707,70.1,12.8,10.5,7375.0,-0.375,-0.489,-0.428,-1.092,0.395,-2.122,-0.25,-0.658,-1.33,-1.292,0.941,1.563,0.449,1.371,0.208,-0.179,-1.969,0.018,-1.566,0.324,0.919,-1.691,0.116,-0.415,-0.304,-0.625,-0.331,-0.717,-0.372,-0.144,0.696,0.147,-1.131,-0.478,1.243,0.217,-0.048,0.389,1.163,0.805,-0.985,-1.687,-1.224,-1.598,-1.926,-0.096,-1.842,0.687,0.21,-0.479,-0.349,-0.332,0.281,0.763,-0.127,0.402,0.226,-0.513,0.838,0.261,-1.407,-0.097,1.269,-0.228,-1.707,-0.826,-0.704,-0.421,0.695,0.764,-0.522,0.9,0.368
-0.802,0.813,Samoa,-0.861,0.704,73.7,12.9,10.3,5372.0,0.711,1.044,1.501,-0.316,-1.196,-0.608,0.289,-0.304,-0.189,0.69,-1.033,-0.274,-0.51,0.695,-1.293,0.396,0.655,0.473,-3.008,-0.533,-0.46,-0.978,0.39,-0.995,-0.489,0.747,-0.519,0.81,-1.478,-0.165,-0.517,-0.68,-0.067,-0.045,0.355,-0.465,-0.727,-1.174,0.436,2.19,0.571,0.831,0.567,1.49,1.787,0.259,1.305,-0.642,0.458,0.516,1.617,-1.529,-0.553,0.922,0.642,0.249,-1.281,-0.444,-0.101,0.8,-0.547,1.613,-2.783,0.232,-0.584,-0.867,0.642,0.09,2.736,-0.045,-0.935,0.915,0.359
-0.161,0.63,Uzbekistan,1.523,0.7,69.4,12.2,12.0,5748.0,0.444,0.682,0.85,1.213,0.445,1.297,0.26,-1.346,0.922,-0.503,0.398,-0.243,0.034,0.284,-0.532,0.693,0.811,-1.367,0.571,0.84,-1.08,2.755,-2.22,0.55,1.589,0.031,0.853,0.531,0.258,0.032,-1.023,0.615,-1.075,1.342,-1.809,-1.177,-0.878,1.113,0.166,0.882,-0.723,0.872,-0.648,2.055,-0.434,0.537,0.135,-0.569,0.434,1.622,-0.659,0.311,-0.595,0.124,-0.383,0.034,-0.749,0.072,-0.946,0.708,-0.098,-0.699,-0.087,1.146,3.041,0.043,0.505,-0.037,0.569,-1.319,1.196,-0.231,0.415
0.404,-0.829,Maldives,0.539,0.701,77.0,12.7,6.2,10383.0,-0.361,1.847,-0.349,0.142,1.197,-0.023,-0.134,-0.819,-0.128,0.263,1.809,-0.3,-2.488,-0.988,-0.607,0.735,-0.994,0.593,0.244,-1.358,-0.614,-0.306,-1.198,1.801,-1.242,0.69,0.029,0.858,1.892,0.076,0.28,0.51,-0.782,-1.934,0.635,0.469,0.333,-0.071,-2.396,1.027,1.267,0.327,-2.156,1.543,1.496,-1.25,-0.052,0.592,-1.772,-0.52,-0.318,-1.115,1.436,1.598,-0.923,-0.642,0.663,-0.562,1.175,0.507,1.229,0.06,1.141,0.791,-0.968,1.067,0.051,-0.841,-0.63,-1.931,1.464,-1.509,-2.383
1.886,-0.56,Moldova (Republic of),-1.037,0.699,71.7,11.8,11.9,5026.0,1.159,0.584,-0.349,2.319,-0.61,-0.999,0.811,-0.476,1.511,0.294,-0.218,1.904,-0.658,-0.847,-0.077,-0.986,0.42,-2.704,-1.09,-0.901,0.196,0.731,0.887,-1.302,-1.126,1.088,0.517,-0.123,-0.884,-0.432,-2.675,0.812,0.853,0.023,-0.118,1.783,-1.333,0.086,-0.679,1.974,-0.971,-1.121,-0.371,-0.336,1.278,1.434,0.281,-0.858,0.637,-1.332,-0.542,-0.793,0.285,0.217,-0.269,-0.035,2.602,-1.422,-1.879,-0.658,2.202,1.42,-1.364,0.786,1.148,-0.348,0.17,1.683,0.348,-1.129,1.185,0.246,-0.24
0.175,0.747,Botswana,-0.19,0.697,64.5,12.6,9.2,14663.0,-1.081,-0.359,-0.322,0.393,-0.134,-0.505,0.793,0.874,-1.451,-0.234,-0.848,1.626,0.454,1.25,0.426,-0.284,-0.856,-0.63,-0.986,-0.964,0.546,-0.651,0.287,-1.853,-1.096,0.692,-0.981,0.603,-0.773,1.273,-1.751,0.332,0.247,0.625,-0.455,-0.247,-0.247,-0.278,-0.481,0.377,-0.113,1.38,0.981,-1.155,-1.001,-1.86,-0.345,-0.385,-0.671,0.631,-0.087,-1.191,-0.561,-1.417,-0.076,-0.511,0.478,0.215,-0.328,0.174,1.335,0.271,0.4,-1.149,-0.586,-2.253,-1.886,-1.487,1.781,2.393,0.492,-0.918,-0.038
